-181.856, 78.733, 1.564,  1.765
-181.829, 78.686, 1.574,  1.798
-181.805, 78.636, 1.617,  1.831
-181.782, 78.582, 1.660,  1.864
-181.762, 78.525, 1.666,  1.897
-181.746, 78.466, 1.632,  1.930
-181.735, 78.407, 1.583,  1.963
-181.727, 78.348, 1.572,  1.996
-181.721, 78.286, 1.600,  2.029
-181.717, 78.223, 1.659,  2.062
-181.715, 78.156, 1.713,  2.095
-181.715, 78.088, 1.745,  2.128
-181.716, 78.020, 1.755,  2.161
-181.720, 77.952, 1.748,  2.194
-181.726, 77.885, 1.728,  2.227
-181.733, 77.819, 1.702,  2.260
-181.743, 77.754, 1.689,  2.293
-181.754, 77.690, 1.689,  2.326
-181.767, 77.624, 1.714,  2.359
-181.782, 77.557, 1.786,  2.392
-181.795, 77.486, 1.936,  2.425
-181.803, 77.412, 2.082,  2.458
-181.806, 77.335, 2.192,  2.491
-181.803, 77.258, 2.257,  2.524
-181.795, 77.182, 2.278,  2.557
-181.781, 77.107, 2.259,  2.590
-181.762, 77.036, 2.213,  2.623
-181.740, 76.967, 2.154,  2.656
-181.716, 76.902, 2.085,  2.689
-181.695, 76.838, 2.023,  2.722
-181.679, 76.774, 1.970,  2.755
-181.666, 76.711, 1.930,  2.788
-181.656, 76.648, 1.910,  2.821
-181.649, 76.584, 1.911,  2.854
-181.645, 76.520, 1.914,  2.887
-181.644, 76.455, 1.901,  2.920
-181.646, 76.390, 1.873,  2.953
-181.646, 76.326, 1.893,  2.986
-181.642, 76.261, 1.914,  3.019
-181.633, 76.198, 1.918,  3.052
-181.624, 76.135, 1.892,  3.085
-181.616, 76.073, 1.862,  3.118
-181.611, 76.012, 1.836,  3.151
-181.607, 75.950, 1.842,  3.184
-181.601, 75.888, 1.885,  3.217
-181.596, 75.823, 1.961,  3.250
-181.589, 75.754, 2.052,  3.283
-181.582, 75.684, 2.103,  3.316
-181.576, 75.613, 2.118,  3.349
-181.571, 75.543, 2.110,  3.382
-181.566, 75.473, 2.088,  3.415
-181.561, 75.405, 2.044,  3.448
-181.556, 75.338, 2.008,  3.481
-181.552, 75.272, 1.987,  3.514
-181.547, 75.206, 1.990,  3.547
-181.542, 75.139, 2.013,  3.580
-181.538, 75.071, 2.038,  3.613
-181.534, 75.003, 2.046,  3.646
-181.529, 74.935, 2.036,  3.679
-181.525, 74.868, 2.011,  3.712
-181.521, 74.802, 1.985,  3.745
-181.518, 74.736, 1.975,  3.778
-181.514, 74.670, 1.990,  3.811
-181.510, 74.603, 2.032,  3.844
-181.506, 74.533, 2.076,  3.877
-181.502, 74.463, 2.099,  3.910
-181.499, 74.393, 2.099,  3.943
-181.495, 74.324, 2.078,  3.976
-181.492, 74.255, 2.059,  4.009
-181.489, 74.187, 2.051,  4.042
-181.486, 74.118, 2.062,  4.075
-181.483, 74.049, 2.096,  4.108
-181.479, 73.978, 2.138,  4.141
-181.476, 73.905, 2.161,  4.174
-181.473, 73.833, 2.159,  4.207
-181.470, 73.762, 2.136,  4.240
-181.468, 73.692, 2.115,  4.273
-181.465, 73.621, 2.108,  4.306
-181.463, 73.551, 2.120,  4.339
-181.461, 73.479, 2.154,  4.372
-181.458, 73.406, 2.193,  4.405
-181.455, 73.333, 2.208,  4.438
-181.453, 73.259, 2.198,  4.471
-181.450, 73.187, 2.169,  4.504
-181.448, 73.116, 2.143,  4.537
-181.446, 73.045, 2.132,  4.570
-181.445, 72.973, 2.145,  4.603
-181.440, 72.901, 2.189,  4.636
-181.438, 72.826, 2.248,  4.669
-181.437, 72.749, 2.297,  4.702
-181.436, 72.672, 2.310,  4.735
-181.434, 72.595, 2.301,  4.768
-181.431, 72.520, 2.270,  4.801
-181.430, 72.445, 2.241,  4.834
-181.428, 72.371, 2.230,  4.867
-181.427, 72.296, 2.243,  4.900
-181.425, 72.220, 2.279,  4.933
-181.423, 72.143, 2.312,  4.966
-181.422, 72.066, 2.318,  4.999
-181.418, 71.989, 2.299,  5.032
-181.417, 71.913, 2.277,  5.065
-181.417, 71.838, 2.271,  5.098
-181.416, 71.762, 2.290,  5.131
-181.413, 71.684, 2.329,  5.164
-181.412, 71.606, 2.358,  5.197
-181.411, 71.527, 2.360,  5.230
-181.411, 71.449, 2.340,  5.263
-181.407, 71.372, 2.316,  5.296
-181.406, 71.295, 2.306,  5.329
-181.406, 71.218, 2.324,  5.362
-181.406, 71.139, 2.366,  5.395
-181.403, 71.059, 2.410,  5.428
-181.402, 70.978, 2.431,  5.461
-181.402, 70.897, 2.426,  5.494
-181.403, 70.817, 2.394,  5.527
-181.402, 70.738, 2.369,  5.560
-181.400, 70.659, 2.358,  5.593
-181.397, 70.581, 2.373,  5.626
-181.397, 70.500, 2.415,  5.659
-181.397, 70.418, 2.481,  5.692
-181.395, 70.333, 2.535,  5.725
-181.395, 70.248, 2.555,  5.758
-181.395, 70.163, 2.548,  5.791
-181.392, 70.079, 2.517,  5.824
-181.392, 69.996, 2.486,  5.857
-181.393, 69.914, 2.472,  5.890
-181.391, 69.831, 2.483,  5.923
-181.391, 69.748, 2.518,  5.956
-181.390, 69.663, 2.560,  5.989
-181.388, 69.577, 2.581,  6.022
-181.388, 69.491, 2.571,  6.055
-181.388, 69.406, 2.540,  6.088
-181.386, 69.322, 2.509,  6.121
-181.387, 69.239, 2.492,  6.154
-181.387, 69.156, 2.505,  6.187
-181.385, 69.072, 2.546,  6.220
-181.385, 68.985, 2.612,  6.253
-181.386, 68.896, 2.678,  6.286
-181.384, 68.805, 2.713,  6.319
-181.384, 68.714, 2.714,  6.352
-181.384, 68.624, 2.693,  6.385
-181.383, 68.536, 2.649,  6.418
-181.383, 68.449, 2.608,  6.451
-181.383, 68.363, 2.586,  6.484
-181.381, 68.277, 2.590,  6.517
-181.382, 68.190, 2.627,  6.550
-181.382, 68.101, 2.693,  6.583
-181.381, 68.009, 2.755,  6.616
-181.381, 67.916, 2.788,  6.649
-181.380, 67.823, 2.787,  6.682
-181.380, 67.730, 2.761,  6.715
-181.381, 67.639, 2.733,  6.748
-181.379, 67.549, 2.718,  6.781
-181.380, 67.458, 2.726,  6.814
-181.379, 67.367, 2.761,  6.847
-181.379, 67.273, 2.806,  6.880
-181.380, 67.179, 2.836,  6.913
-181.379, 67.084, 2.834,  6.946
-181.378, 66.991, 2.807,  6.979
-181.379, 66.898, 2.776,  7.012
-181.379, 66.806, 2.761,  7.045
-181.378, 66.714, 2.769,  7.078
-181.379, 66.621, 2.808,  7.111
-181.378, 66.525, 2.872,  7.144
-181.379, 66.428, 2.934,  7.177
-181.379, 66.329, 2.967,  7.210
-181.378, 66.230, 2.967,  7.243
-181.378, 66.131, 2.940,  7.276
-181.377, 66.035, 2.893,  7.309
-181.378, 65.940, 2.847,  7.342
-181.378, 65.846, 2.819,  7.375
-181.379, 65.753, 2.817,  7.408
-181.378, 65.658, 2.850,  7.441
-181.378, 65.561, 2.910,  7.474
-181.378, 65.462, 2.968,  7.507
-181.378, 65.362, 2.999,  7.540
-181.378, 65.262, 2.995,  7.573
-181.378, 65.163, 2.967,  7.606
-181.378, 65.065, 2.935,  7.639
-181.377, 64.968, 2.916,  7.672
-181.378, 64.871, 2.920,  7.705
-181.378, 64.773, 2.956,  7.738
-181.377, 64.673, 3.019,  7.771
-181.378, 64.570, 3.077,  7.804
-181.378, 64.466, 3.110,  7.837
-181.377, 64.363, 3.106,  7.870
-181.378, 64.260, 3.077,  7.903
-181.379, 64.158, 3.045,  7.936
-181.378, 64.058, 3.024,  7.969
-181.379, 63.957, 3.026,  8.002
-181.378, 63.856, 3.061,  8.035
-181.377, 63.752, 3.122,  8.068
-181.378, 63.646, 3.179,  8.101
-181.380, 63.539, 3.209,  8.134
-181.380, 63.432, 3.205,  8.167
-181.380, 63.326, 3.175,  8.200
-181.379, 63.221, 3.141,  8.233
-181.378, 63.117, 3.119,  8.266
-181.379, 63.014, 3.120,  8.299
-181.379, 62.909, 3.152,  8.332
-181.380, 62.802, 3.211,  8.365
-181.380, 62.693, 3.267,  8.398
-181.379, 62.583, 3.298,  8.431
-181.380, 62.474, 3.292,  8.464
-181.380, 62.365, 3.260,  8.497
-181.379, 62.257, 3.224,  8.530
-181.380, 62.151, 3.200,  8.563
-181.379, 62.044, 3.199,  8.596
-181.380, 61.937, 3.229,  8.629
-181.380, 61.828, 3.287,  8.662
-181.380, 61.717, 3.342,  8.695
-181.380, 61.604, 3.371,  8.728
-181.381, 61.492, 3.363,  8.761
-181.381, 61.381, 3.330,  8.794
-181.380, 61.271, 3.293,  8.827
-181.381, 61.162, 3.268,  8.860
-181.380, 61.053, 3.266,  8.893
-181.381, 60.944, 3.295,  8.926
-181.381, 60.832, 3.354,  8.959
-181.380, 60.718, 3.428,  8.992
-181.381, 60.602, 3.489,  9.025
-181.381, 60.485, 3.518,  9.058
-181.382, 60.367, 3.510,  9.091
-181.382, 60.251, 3.476,  9.124
-181.382, 60.137, 3.438,  9.157
-181.381, 60.023, 3.410,  9.190
-181.382, 59.910, 3.405,  9.223
-181.383, 59.796, 3.433,  9.256
-181.382, 59.680, 3.486,  9.289
-181.382, 59.562, 3.546,  9.322
-181.382, 59.443, 3.585,  9.355
-181.383, 59.323, 3.589,  9.388
-181.383, 59.204, 3.564,  9.421
-181.382, 59.086, 3.532,  9.454
-181.383, 58.969, 3.507,  9.487
-181.383, 58.853, 3.505,  9.520
-181.383, 58.735, 3.534,  9.553
-181.383, 58.616, 3.589,  9.586
-181.383, 58.494, 3.650,  9.619
-181.384, 58.371, 3.695,  9.652
-181.383, 58.248, 3.703,  9.685
-181.384, 58.125, 3.681,  9.718
-181.383, 58.003, 3.650,  9.751
-181.384, 57.882, 3.626,  9.784
-181.384, 57.762, 3.624,  9.817
-181.384, 57.641, 3.652,  9.850
-181.384, 57.517, 3.705,  9.883
-181.384, 57.392, 3.763,  9.916
-181.384, 57.265, 3.800,  9.949
-181.385, 57.138, 3.802,  9.982
-181.384, 57.013, 3.774, 10.015
-181.385, 56.888, 3.738, 10.048
-181.385, 56.764, 3.710, 10.081
-181.385, 56.641, 3.704, 10.114
-181.384, 56.517, 3.728, 10.147
-181.385, 56.391, 3.784, 10.180
-181.386, 56.263, 3.858, 10.213
-181.386, 56.132, 3.925, 10.246
-181.385, 56.000, 3.963, 10.279
-181.385, 55.868, 3.961, 10.312
-181.386, 55.737, 3.930, 10.345
-181.386, 55.607, 3.891, 10.378
-181.387, 55.479, 3.860, 10.411
-181.386, 55.350, 3.851, 10.444
-181.386, 55.222, 3.872, 10.477
-181.387, 55.091, 3.925, 10.510
-181.387, 54.958, 3.996, 10.543
-181.386, 54.823, 4.060, 10.576
-181.387, 54.686, 4.096, 10.609
-181.388, 54.550, 4.091, 10.642
-181.388, 54.415, 4.057, 10.675
-181.388, 54.281, 4.016, 10.708
-181.388, 54.148, 3.983, 10.741
-181.387, 54.016, 3.971, 10.774
-181.388, 53.883, 3.989, 10.807
-181.388, 53.749, 4.039, 10.840
-181.388, 53.612, 4.108, 10.873
-181.388, 53.474, 4.169, 10.906
-181.389, 53.333, 4.203, 10.939
-181.389, 53.193, 4.196, 10.972
-181.388, 53.054, 4.161, 11.005
-181.389, 52.917, 4.118, 11.038
-181.389, 52.781, 4.083, 11.071
-181.389, 52.646, 4.068, 11.104
-181.388, 52.510, 4.085, 11.137
-181.389, 52.373, 4.132, 11.170
-181.389, 52.233, 4.199, 11.203
-181.389, 52.091, 4.258, 11.236
-181.390, 51.948, 4.290, 11.269
-181.389, 51.805, 4.284, 11.302
-181.390, 51.663, 4.253, 11.335
-181.389, 51.522, 4.218, 11.368
-181.390, 51.383, 4.192, 11.401
-181.389, 51.243, 4.190, 11.434
-181.390, 51.103, 4.218, 11.467
-181.390, 50.961, 4.274, 11.500
-181.390, 50.816, 4.346, 11.533
-181.390, 50.669, 4.410, 11.566
-181.390, 50.521, 4.445, 11.599
-181.390, 50.373, 4.439, 11.632
-181.390, 50.226, 4.404, 11.665
-181.390, 50.081, 4.360, 11.698
-181.390, 49.937, 4.322, 11.731
-181.391, 49.794, 4.304, 11.764
-181.391, 49.650, 4.316, 11.797
-181.391, 49.505, 4.360, 11.830
-181.391, 49.358, 4.427, 11.863
-181.390, 49.208, 4.507, 11.896
-181.391, 49.055, 4.576, 11.929
-181.391, 48.901, 4.617, 11.962
-181.392, 48.747, 4.615, 11.995
-181.392, 48.594, 4.581, 12.028
-181.392, 48.443, 4.538, 12.061
-181.392, 48.293, 4.500, 12.094
-181.391, 48.144, 4.481, 12.127
-181.391, 47.995, 4.490, 12.160
-181.391, 47.844, 4.531, 12.193
-181.392, 47.691, 4.595, 12.226
-181.392, 47.536, 4.672, 12.259
-181.392, 47.378, 4.739, 12.292
-181.391, 47.219, 4.777, 12.325
-181.392, 47.059, 4.772, 12.358
-181.391, 46.901, 4.737, 12.391
-181.392, 46.745, 4.691, 12.424
-181.392, 46.590, 4.650, 12.457
-181.392, 46.436, 4.628, 12.490
-181.392, 46.282, 4.634, 12.523
-181.392, 46.127, 4.671, 12.556
-181.392, 45.969, 4.732, 12.589
-181.392, 45.809, 4.805, 12.622
-181.392, 45.647, 4.870, 12.655
-181.392, 45.483, 4.905, 12.688
-181.393, 45.320, 4.902, 12.721
-181.393, 45.157, 4.880, 12.754
-181.393, 44.995, 4.857, 12.787
-181.392, 44.834, 4.848, 12.820
-181.392, 44.672, 4.863, 12.853
-181.392, 44.509, 4.906, 12.886
-181.393, 44.344, 4.970, 12.919
-181.393, 44.176, 5.046, 12.952
-181.393, 44.005, 5.112, 12.985
-181.393, 43.834, 5.150, 13.018
-181.392, 43.662, 5.144, 13.051
-181.392, 43.492, 5.107, 13.084
-181.392, 43.323, 5.059, 13.117
-181.393, 43.157, 5.007, 13.150
-181.393, 42.991, 4.968, 13.183
-181.393, 42.826, 4.967, 13.216
-181.393, 42.660, 4.998, 13.249
-181.392, 42.492, 5.051, 13.282
-181.392, 42.321, 5.122, 13.315
-181.393, 42.148, 5.205, 13.348
-181.393, 41.972, 5.278, 13.381
-181.392, 41.794, 5.323, 13.414
-181.392, 41.617, 5.323, 13.447
-181.392, 41.440, 5.290, 13.480
-181.392, 41.266, 5.243, 13.513
-181.392, 41.093, 5.192, 13.546
-181.392, 40.922, 5.146, 13.579
-181.392, 40.752, 5.113, 13.612
-181.392, 40.582, 5.098, 13.645
-181.392, 40.412, 5.102, 13.678
-181.392, 40.241, 5.124, 13.711
-181.393, 40.069, 5.165, 13.744
-181.393, 39.895, 5.225, 13.777
-181.392, 39.719, 5.304, 13.810
-181.392, 39.539, 5.403, 13.843
-181.392, 39.355, 5.505, 13.876
-181.392, 39.169, 5.585, 13.909
-181.392, 38.982, 5.616, 13.942
-181.392, 38.795, 5.605, 13.975
-181.391, 38.609, 5.570, 14.008
-181.391, 38.426, 5.525, 14.041
-181.392, 38.243, 5.479, 14.074
-181.391, 38.062, 5.439, 14.107
-181.391, 37.882, 5.412, 14.140
-181.391, 37.702, 5.404, 14.173
-181.391, 37.522, 5.415, 14.206
-181.391, 37.341, 5.444, 14.239
-181.391, 37.158, 5.491, 14.272
-181.391, 36.973, 5.558, 14.305
-181.391, 36.785, 5.645, 14.338
-181.391, 36.594, 5.754, 14.371
-181.390, 36.398, 5.866, 14.404
-181.391, 36.200, 5.951, 14.437
-181.390, 36.000, 5.987, 14.470
-181.390, 35.801, 5.979, 14.503
-181.390, 35.603, 5.938, 14.536
-181.390, 35.407, 5.884, 14.569
-181.390, 35.213, 5.828, 14.602
-181.390, 35.021, 5.781, 14.635
-181.390, 34.830, 5.749, 14.668
-181.389, 34.639, 5.737, 14.701
-181.390, 34.448, 5.744, 14.734
-181.389, 34.256, 5.770, 14.767
-181.389, 34.062, 5.814, 14.800
-181.389, 33.867, 5.877, 14.833
-181.389, 33.668, 5.961, 14.866
-181.389, 33.466, 6.066, 14.899
-181.389, 33.261, 6.168, 14.932
-181.389, 33.053, 6.240, 14.965
-181.388, 32.844, 6.265, 14.998
-181.388, 32.635, 6.247, 15.031
-181.388, 32.429, 6.199, 15.064
-181.388, 32.225, 6.138, 15.097
-181.388, 32.022, 6.077, 15.130
-181.387, 31.822, 6.025, 15.163
-181.387, 31.623, 5.989, 15.196
-181.387, 31.424, 5.975, 15.229
-181.387, 31.225, 5.980, 15.262
-181.387, 31.025, 6.003, 15.295
-181.387, 30.824, 6.046, 15.328
-181.387, 30.620, 6.108, 15.361
-181.387, 30.414, 6.191, 15.394
-181.386, 30.204, 6.296, 15.427
-181.386, 29.991, 6.408, 15.460
-181.385, 29.774, 6.507, 15.493
-181.385, 29.555, 6.574, 15.526
-181.386, 29.335, 6.595, 15.559
-181.385, 29.116, 6.574, 15.592
-181.385, 28.898, 6.531, 15.625
-181.385, 28.682, 6.485, 15.658
-181.384, 28.468, 6.447, 15.691
-181.384, 28.254, 6.428, 15.724
-181.384, 28.040, 6.430, 15.757
-181.384, 27.826, 6.449, 15.790
-181.383, 27.610, 6.486, 15.823
-181.383, 27.392, 6.541, 15.856
-181.383, 27.172, 6.616, 15.889
-181.383, 26.949, 6.703, 15.922
-181.383, 26.723, 6.779, 15.955
-181.383, 26.495, 6.827, 15.988
-181.382, 26.267, 6.828, 16.021
-181.382, 26.041, 6.792, 16.054
-181.381, 25.817, 6.738, 16.087
-181.381, 25.594, 6.681, 16.120
-181.381, 25.373, 6.633, 16.153
-181.381, 25.154, 6.604, 16.186
-181.381, 24.934, 6.596, 16.219
-181.381, 24.714, 6.608, 16.252
-181.380, 24.493, 6.639, 16.285
-181.380, 24.270, 6.689, 16.318
-181.379, 24.045, 6.760, 16.351
-181.379, 23.817, 6.844, 16.384
-181.379, 23.586, 6.938, 16.417
-181.379, 23.352, 7.035, 16.450
-181.378, 23.114, 7.120, 16.483
-181.378, 22.875, 7.174, 16.516
-181.377, 22.636, 7.181, 16.549
-181.377, 22.398, 7.148, 16.582
-181.377, 22.161, 7.095, 16.615
-181.376, 21.927, 7.037, 16.648
-181.376, 21.694, 6.987, 16.681
-181.377, 21.463, 6.957, 16.714
-181.377, 21.232, 6.954, 16.747
-181.376, 20.999, 6.976, 16.780
-181.376, 20.766, 7.016, 16.813
-181.375, 20.530, 7.071, 16.846
-181.375, 20.292, 7.138, 16.879
-181.375, 20.052, 7.215, 16.912
-181.374, 19.809, 7.300, 16.945
-181.374, 19.563, 7.390, 16.978
-181.373, 19.314, 7.467, 17.011
-181.373, 19.063, 7.514, 17.044
-181.372, 18.813, 7.516, 17.077
-181.371, 18.563, 7.490, 17.110
-181.371, 18.315, 7.453, 17.143
-181.371, 18.068, 7.420, 17.176
-181.370, 17.822, 7.402, 17.209
-181.370, 17.575, 7.409, 17.242
-181.369, 17.328, 7.436, 17.275
-181.369, 17.079, 7.480, 17.308
-181.368, 16.828, 7.536, 17.341
-181.368, 16.574, 7.604, 17.374
-181.368, 16.319, 7.680, 17.407
-181.367, 16.060, 7.761, 17.440
-181.366, 15.799, 7.831, 17.473
-181.366, 15.537, 7.870, 17.506
-181.366, 15.275, 7.865, 17.539
-181.365, 15.014, 7.833, 17.572
-181.365, 14.754, 7.790, 17.605
-181.364, 14.496, 7.750, 17.638
-181.364, 14.239, 7.726, 17.671
-181.363, 13.982, 7.726, 17.704
-181.363, 13.724, 7.747, 17.737
-181.362, 13.465, 7.784, 17.770
-181.361, 13.204, 7.835, 17.803
-181.361, 12.941, 7.897, 17.836
-181.361, 12.675, 7.968, 17.869
-181.360, 12.407, 8.047, 17.902
-181.360, 12.136, 8.130, 17.935
-181.359, 11.863, 8.207, 17.968
-181.358, 11.588, 8.262, 18.001
-181.358, 11.312, 8.281, 18.034
-181.357, 11.036, 8.277, 18.067
-181.357, 10.761, 8.266, 18.100
-181.356, 10.486, 8.262, 18.133
-181.355, 10.210, 8.275, 18.166
-181.355, 9.934, 8.305, 18.199
-181.354, 9.656, 8.348, 18.232
-181.353, 9.376, 8.403, 18.265
-181.353, 9.094, 8.467, 18.298
-181.352, 8.810, 8.537, 18.331
-181.352, 8.524, 8.595, 18.364
-181.351, 8.236, 8.623, 18.397
-181.350, 7.949, 8.610, 18.430
-181.349, 7.664, 8.572, 18.463
-181.349, 7.380, 8.525, 18.496
-181.348, 7.097, 8.483, 18.529
-181.348, 6.816, 8.456, 18.562
-181.347, 6.534, 8.451, 18.595
-181.347, 6.252, 8.466, 18.628
-181.346, 5.969, 8.497, 18.661
-181.345, 5.685, 8.541, 18.694
-181.344, 5.398, 8.596, 18.727
-181.343, 5.110, 8.660, 18.760
-181.343, 4.819, 8.731, 18.793
-181.342, 4.526, 8.809, 18.826
-181.341, 4.229, 8.892, 18.859
-181.341, 3.930, 8.978, 18.892
-181.339, 3.629, 9.050, 18.925
-181.339, 3.326, 9.092, 18.958
-181.338, 3.023, 9.089, 18.991
-181.337, 2.721, 9.056, 19.024
-181.337, 2.421, 9.010, 19.057
-181.336, 2.123, 8.964, 19.090
-181.335, 1.825, 8.930, 19.123
-181.334, 1.528, 8.918, 19.156
-181.333, 1.231, 8.925, 19.189
-181.333, 0.933, 8.949, 19.222
-181.332, 0.634, 8.985, 19.255
-181.331, 0.333, 9.033, 19.288
-181.330, 0.030, 9.090, 19.321
-181.330, -0.275, 9.155, 19.354
-181.329, -0.582, 9.227, 19.387
-181.328, -0.892, 9.304, 19.420
-181.327, -1.205, 9.387, 19.453
-181.326, -1.520, 9.473, 19.486
-181.325, -1.839, 9.561, 19.519
-181.324, -2.160, 9.634, 19.552
-181.323, -2.482, 9.678, 19.585
-181.322, -2.805, 9.675, 19.618
-181.322, -3.126, 9.642, 19.651
-181.321, -3.445, 9.595, 19.684
-181.320, -3.763, 9.547, 19.717
-181.319, -4.080, 9.509, 19.750
-181.318, -4.396, 9.492, 19.783
-181.317, -4.712, 9.494, 19.816
-181.316, -5.029, 9.511, 19.849
-181.315, -5.346, 9.541, 19.882
-181.314, -5.666, 9.583, 19.915
-181.313, -5.987, 9.633, 19.948
-181.312, -6.310, 9.692, 19.981
-181.311, -6.635, 9.758, 20.014
-181.310, -6.962, 9.829, 20.047
-181.309, -7.292, 9.905, 20.080
-181.308, -7.625, 9.986, 20.113
-181.307, -7.960, 10.070, 20.146
-181.306, -8.298, 10.157, 20.179
-181.305, -8.640, 10.245, 20.212
-181.304, -8.983, 10.318, 20.245
-181.302, -9.328, 10.360, 20.278
-181.301, -9.673, 10.357, 20.311
-181.300, -10.017, 10.324, 20.344
-181.299, -10.360, 10.275, 20.377
-181.298, -10.700, 10.226, 20.410
-181.297, -11.039, 10.186, 20.443
-181.296, -11.377, 10.165, 20.476
-181.294, -11.716, 10.161, 20.509
-181.294, -12.055, 10.173, 20.542
-181.292, -12.394, 10.197, 20.575
-181.291, -12.735, 10.232, 20.608
-181.290, -13.078, 10.277, 20.641
-181.289, -13.422, 10.329, 20.674
-181.288, -13.768, 10.388, 20.707
-181.286, -14.116, 10.453, 20.740
-181.285, -14.467, 10.523, 20.773
-181.284, -14.820, 10.597, 20.806
-181.283, -15.175, 10.675, 20.839
-181.281, -15.534, 10.756, 20.872
-181.280, -15.895, 10.840, 20.905
-181.279, -16.258, 10.926, 20.938
-181.277, -16.625, 11.013, 20.971
-181.276, -16.994, 11.089, 21.004
-181.275, -17.366, 11.138, 21.037
-181.273, -17.737, 11.158, 21.070
-181.272, -18.109, 11.160, 21.103
-181.271, -18.480, 11.158, 21.136
-181.269, -18.852, 11.165, 21.169
-181.268, -19.224, 11.183, 21.202
-181.266, -19.597, 11.211, 21.235
-181.265, -19.972, 11.248, 21.268
-181.264, -20.348, 11.293, 21.301
-181.263, -20.726, 11.344, 21.334
-181.261, -21.105, 11.401, 21.367
-181.260, -21.487, 11.462, 21.400
-181.258, -21.871, 11.529, 21.433
-181.257, -22.257, 11.599, 21.466
-181.255, -22.646, 11.671, 21.499
-181.253, -23.037, 11.729, 21.532
-181.252, -23.429, 11.761, 21.565
-181.250, -23.821, 11.777, 21.598
-181.249, -24.213, 11.788, 21.631
-181.247, -24.607, 11.806, 21.664
-181.245, -25.001, 11.834, 21.697
-181.244, -25.396, 11.870, 21.730
-181.242, -25.792, 11.913, 21.763
-181.240, -26.191, 11.962, 21.796
-181.239, -26.591, 12.017, 21.829
-181.237, -26.993, 12.076, 21.862
-181.236, -27.398, 12.140, 21.895
-181.234, -27.804, 12.205, 21.928
-181.232, -28.212, 12.257, 21.961
-181.230, -28.622, 12.287, 21.994
-181.229, -29.032, 12.304, 22.027
-181.227, -29.442, 12.320, 22.060
-181.225, -29.853, 12.345, 22.093
-181.223, -30.265, 12.379, 22.126
-181.222, -30.679, 12.419, 22.159
-181.220, -31.094, 12.465, 22.192
-181.218, -31.511, 12.517, 22.225
-181.216, -31.929, 12.573, 22.258
-181.214, -32.350, 12.634, 22.291
-181.212, -32.773, 12.697, 22.324
-181.211, -33.198, 12.753, 22.357
-181.209, -33.624, 12.793, 22.390
-181.207, -34.051, 12.824, 22.423
-181.205, -34.479, 12.856, 22.456
-181.203, -34.909, 12.894, 22.489
-181.201, -35.340, 12.938, 22.522
-181.199, -35.772, 12.988, 22.555
-181.197, -36.207, 13.043, 22.588
-181.195, -36.643, 13.100, 22.621
-181.193, -37.081, 13.152, 22.654
-181.191, -37.520, 13.192, 22.687
-181.189, -37.961, 13.225, 22.720
-181.187, -38.403, 13.262, 22.753
-181.185, -38.846, 13.305, 22.786
-181.183, -39.290, 13.354, 22.819
-181.181, -39.737, 13.407, 22.852
-181.179, -40.185, 13.462, 22.885
-181.176, -40.635, 13.511, 22.918
-181.174, -41.087, 13.549, 22.951
-181.172, -41.539, 13.584, 22.984
-181.170, -41.993, 13.625, 23.017
-181.168, -42.448, 13.671, 23.050
